id,date,ticker,emo_label,senti_label,text
100100,2020-01-09,SBUX,optimism,bullish,"Starbucks I drink enough coffee, I’m investing [flexed biceps medium light skin tone]"
100101,2020-01-09,TSLA,optimism,bearish,"Tesla looking like no 470 today, feel good about getting there tomorrow [victory hand]"
100102,2020-01-09,FB,optimism,bullish,Facebook VERY NICE GAINS TODAY.... thank you Gotta run.... can’t be greedy right? GLTA!!!!! Hope you guys get to 220+ [thumbs up]
100103,2020-01-09,AAPL,belief,bullish,Apple Apple is going to keep on Running! Undervalued [rocket]
100104,2020-01-09,FB,anxiety,bullish,Facebook looks likes she’s going to run tomorrow she’s lagged and broke out yesterday [thumbs up light skin tone]
100105,2020-01-09,TSLA,excitement,bearish,Tesla Funny How Bulls were thinking 500+ then they got a reality check today [face with tears of joy]
100106,2020-01-10,BA,anger,bullish,Boeing BOEING is a bear proof stock. [face with tears of joy]
100107,2020-01-10,TSLA,anger,bearish,Tesla The steepening of this move has me licking my chops for some bull [cut of meat]
100108,2020-01-10,BA,disgust,bullish,Boeing new CEO already cleaning out the dirty laundry— [thumbs up light skin tone] $340
100109,2020-01-10,NVDA,optimism,bullish,NVIDIA i love when I’m right [folded hands medium light skin tone] [money bag]
100110,2020-01-10,TSLA,anxiety,bearish,Tesla reminds me of yesterday’s PM. Just sayin’ [man shrugging]
100111,2020-01-10,TSLA,anxiety,bearish,Tesla 5 yr Chart! When a stock doubles in less than 2 months it's a good idea to ring the register or get slammed. [light bulb]
100112,2020-01-10,AAPL,ambiguous,bullish,Apple thanks bears! ATH. 50% profit on calls overnight [thumbs up light skin tone]
100113,2020-01-10,BA,amusement,bullish,Boeing that email leaked was a huge nothing burger [rolling on the floor laughing]
100114,2020-01-10,TSLA,ambiguous,bearish,Tesla good morning longs. How are those purchases near 500 looking now? BAHAHA [grinning face with sweat] [rolling on the floor laughing]
100116,2020-01-10,TSLA,ambiguous,bearish,"Tesla i think in honor of elon... all the bears need to throw out the memes, and we all post our own snaps wearing short shorts [zany face] [clown face] [bear] [heart suit] . on next drop"
100117,2020-01-10,TSLA,anxiety,bearish,Tesla is very overvalued. Drops like a rock soon [man shrugging]
100118,2020-01-10,NFLX,surprise,bearish,Netflix Morningstar’s fair value estimate is $135 [flushed face]
100119,2020-01-10,TSLA,optimism,bearish,Tesla TSLA Puts and AAPL Calls [dollar banknote] [thumbs up medium light skin tone]
100120,2020-01-10,BA,disgust,bullish,Boeing is there any clown [clown face] than this man
100121,2020-01-10,AAPL,anxiety,bullish,Apple all those called getting burnt [hot face]
100122,2020-01-10,TSLA,anger,bearish,Tesla making money [money bag] love to short this pig [pig face]
100123,2020-01-10,TSLA,anger,bearish,If your stock needs the CEO to tap dance (instead of actually making a profit) maybe you joined a cult. [man shrugging] Tesla
100124,2020-01-10,TSLA,anxiety,bearish,Tesla ouch [face with head bandage] honestly it will bounce back next week hope I can take a position
100125,2020-01-10,TSLA,panic,bearish,Tesla Ruh Roh bulls...this is not looking good [face screaming in fear]
100126,2020-01-10,TSLA,confusion,bearish,Tesla Suddenly bulls are not so sure anymore [thinking face] ... say hello to $450 sooner than you think
100127,2020-01-10,DIS,anxiety,bearish,"Disney So many perma-bulls [man facepalming] ... wake up, this isn’t moving until earnings."
100128,2020-01-10,AAPL,optimism,bullish,"Apple i missed something.. Was whole day off, i couldn't buy anything. But i see bulls are fine! 330+ after earnings! Go short/longterms! Have a great weekend [dollar banknote] [hundred points] [confetti ball]"
100129,2020-01-11,BA,disgust,bearish,Boeing [face with tears of joy] you pumpers are hilarious! « Going to 400$..... » like the Max problems never happened
100130,2020-01-11,AAPL,belief,bullish,Apple pre-game: Apple AirPods and Apple Beats everywhere on these players. [american football] [money bag]
100131,2020-01-12,AAPL,optimism,bullish,Apple waiting for a new dip tu buy [flexed biceps light skin tone]
100132,2020-01-13,AAPL,excitement,bullish,Apple has been undervalued for a long time and they are blowing out all the numbers with the IPhone 11 [rocket] [red heart] $320 today or tomorrow .
100133,2020-01-13,AAPL,amusement,bullish,Apple no need to panic we know where we’re going! [smiling face with sunglasses] [partying face]
100134,2020-01-13,TSLA,excitement,bullish,Tesla too good to be true but $600 After ER [flexed biceps] [rocket]
100135,2020-01-13,AAPL,excitement,bullish,Apple Still way undervalued. Looking forward to the next ER! [call me hand]
100136,2020-01-13,TSLA,amusement,bullish,Tesla i try hard not to laugh at you [bear]
100137,2020-01-13,TSLA,excitement,bullish,Tesla to the fooooookin moon [rocket] i ALMOST feel bad for the bears [face with tears of joy]
100138,2020-01-13,TSLA,belief,bullish,Tesla bringing my profile back to life thank you Elon [man in steamy room medium skin tone]
100139,2020-01-13,TSLA,disgust,bullish,Tesla so which analyst is gonna come out next and upgrade to a buy [face with tears of joy] imagine a 80% buy rating after earnings [exploding head]
100140,2020-01-13,TSLA,anxiety,bullish,Tesla Big tip in last month! [backhand index pointing down] [check mark button]
100141,2020-01-13,BAC,optimism,bullish,C'mon Bank of America Corporation my bird needs to eat. I'm running low on laundry detergent and tired of eating canned tuna for the 14th week straight. Give me my money! [money with wings]
100142,2020-01-13,TSLA,ambiguous,bullish,"Tesla just to be fair, this was one of the MANY warnings I gave the bears in the low $200 / high $100 range. [relieved face]"
100143,2020-01-13,BABA,excitement,bullish,Alibaba excited for HK open today hehehe. Congrats again to all us bulls here [thumbs up] May we continue to be prosperous
100144,2020-01-13,TSLA,excitement,bullish,Tesla And to say I was underwater on Friday is an understatement. Did not know these would be worth 50k in a day. [cowboy hat face]
100145,2020-01-14,BABA,excitement,bullish,Alibaba bought at $80. Sell time or run? [money with wings] [money mouth face] [rocket]
100146,2020-01-14,TSLA,panic,bullish,Tesla Ridiculous. 600 by Friday at this rate [loudly crying face]
100147,2020-01-14,AAPL,surprise,bullish,Apple wow!! unbelievable this thing is trying to reach the stars lol [grinning squinting face]
100148,2020-01-14,BABA,amusement,bullish,Alibaba could be some short term hooplah here at the 230's? Anyone's guess!! [face with tears of joy] Would be nice though to get a wittle dip [person shrugging]
100149,2020-01-14,TSLA,optimism,bullish,Tesla Rising strong on China News! Nice!! [thumbs up] [dollar banknote]
100150,2020-01-14,BA,anxiety,bullish,"Boeing designed by [clown face] supervised by [monkey] ’s... I’m a Boeing fan, but this needs a flush to 260 before it can heal."
100151,2020-01-14,TSLA,amusement,bullish,Tesla looking at my inflated account like the wheels on a Tesla mobile... [smiling face with open hands]
100152,2020-01-14,AMZN,optimism,bullish,"Amazon dec. 24th, 31st, and Jan 7th were all gap up days...last 3Tuesdays....let’s hope today is the 4th [crossed fingers light skin tone] [chart increasing]"
100153,2020-01-14,TSLA,excitement,bullish,Tesla That's right Cramer keep pumping I love it [smiling face with hearts]
100154,2020-01-14,AAPL,ambiguous,bullish,Apple Don’t say wait u didn’t tell me lol over 100% [eyes]
100155,2020-01-14,TSLA,excitement,bullish,Tesla $612 target now let gap and go baby [rocket]
100156,2020-01-14,TSLA,disgust,bullish,Tesla there you had your dip... cover [face with tears of joy]
100157,2020-01-14,DIS,disgust,bearish,Disney Hey u know what I just bought Puts to see if I might make up my call losses [face with tears of joy]
100158,2020-01-14,BA,excitement,bullish,"Boeing told myself to stay away but that dip in the morning was way too tempting, thanks to whoever bought puts at the bottom this morning [rolling on the floor laughing]"
100159,2020-01-14,BA,ambiguous,bullish,Boeing still negative in this position but holding on tight and patiently waiting for its time in the 500s!! [grinning face]
100160,2020-01-14,TSLA,confusion,bullish,Tesla Short or long here.... that is the question. [thinking face] [face with monocle]
100161,2020-01-14,UNH,disgust,bearish,UnitedHealth this is actually gonna go in to red before earnings [face with tears of joy]
100162,2020-01-14,XOM,optimism,bullish,Exxon Mobil Just keep adding under $70! [money bag]
100163,2020-01-14,TSLA,disgust,bullish,Tesla shorts selling to shorts....like a hot potato [grinning face with smiling eyes]
100164,2020-01-14,TSLA,excitement,bullish,Tesla wants to dance . Up and down ..... either into close we will see $550 or tommorow morning [rocket]
100165,2020-01-14,DIS,optimism,bearish,Disney the film [film frames] 1917 made more than Star Wars this past weekend. Star Wars and Frozen 2 not even nominated for the Oscars
100166,2020-01-14,TSM,belief,bullish,"TSMC is a winner. Every 5G phone will have a more advanced semi conductor then what’s in phones now. 5G is going to huge over 4G. TSM is going to be selling to everybody, phones, gamers, cars, medical and on an on. I think we enjoy the ride [airplane]"
100167,2020-01-14,TSLA,anxiety,bullish,"Tesla locked in with small position 1/24 weekly calls I caught after the dip this am. Y’all know what that ah and pm action looks like [sparkler] , but trade with some dd imo"
100168,2020-01-14,AAPL,ambiguous,bearish,Apple lmao there it is!! Bye bye AAPL!! [face with tears of joy] [bear]
100169,2020-01-15,AAPL,optimism,bearish,"Apple is amazing, the best! But these evaluations folks..... [thumbs down]"
100170,2020-01-15,AAPL,optimism,bearish,Apple [bear] Guess that FED pumping is over for them now.
100171,2020-01-15,AAPL,ambiguous,bearish,Apple no one buying this bs but the fed and Apple. So hope you bulls get some buy backs soon!! [rolling on the floor laughing] [face with tears of joy] [grinning squinting face] [face with rolling eyes]
100172,2020-01-15,TSLA,anxiety,bullish,Tesla uh oh! Looks like this is the day this epic run comes to a grinding halt and falls off a Cliff. What are you thinking bears? Down 1 or 2% today? [clown face]
100173,2020-01-15,AAPL,amusement,bearish,Apple poor sales for their gadgets at target stores lol [rolling on the floor laughing] [grinning face with sweat] [face with tears of joy]
100174,2020-01-15,TSLA,anxiety,bullish,Tesla my calls are for next week [thumbs up] No worries
100176,2020-01-15,TSLA,depression,bullish,"Tesla oh no, down 1.0% [sleepy face] [hushed face] Why didn't I listen to you bears?! errrrrrrrrrrrrrrrrrrr Elon"
100177,2020-01-15,BAC,optimism,bullish,Bank of America Corporation time to grab some calls [dollar banknote]
100178,2020-01-15,TSLA,excitement,bullish,Tesla i thought we were gonna see the 400s [face with tears of joy]
100179,2020-01-15,TSLA,depression,bullish,Tesla I’m long bullish but I rather not have Elon get 346million richer keep that money in the company until end of the year [crying face]
100180,2020-01-15,DIS,confusion,bullish,"Disney where would this be without download numbers news and yet another upgrade ? [thinking face] frustration continues. Hard to trade, easy to keep long."
100181,2020-01-15,TSLA,amusement,bullish,Tesla was this the hundred dollar drop dem bears said was gonna happen today? Hahahahaha [face with tears of joy]
100182,2020-01-15,BA,depression,bearish,Boeing will you just capitulate already?! [man facepalming]
100183,2020-01-15,TSLA,ambiguous,bearish,Tesla don’t worry guys I’m sure it won’t fall far. it’s only 140 points over the 50 day moving average and 240 over the 200 day moving average [face with tears of joy]
100184,2020-01-15,TSLA,ambiguous,bearish,Tesla come on Bulls! Buy the dip!! [rolling on the floor laughing]
100185,2020-01-15,TSLA,optimism,bearish,"Tesla woof, Tesla bears being fed today. [chart decreasing]"
100186,2020-01-15,AAPL,amusement,bearish,Apple Here’s a glimpse at ER. Y’all are done!! [face with tears of joy]
100187,2020-01-15,TSLA,disgust,bearish,Tesla This company doesn't produce a profit and relies on government handouts yet you guys wanna buy for $500+ [zany face]
100188,2020-01-15,TSLA,disgust,bearish,Tesla holding puts that are already up so unless this opens up $15 I’ll still be in the money [face with tears of joy]
100189,2020-01-16,TSLA,disgust,bearish,Tesla what a bull trap that was. They pulled the rug right before AH ends [face with tears of joy]
100190,2020-01-16,TSLA,anxiety,bearish,Tesla maybe hold off and buy the dip next month [man shrugging]
100191,2020-01-16,DIS,excitement,bearish,Disney $143 at open and then $142 at close [face with tears of joy] my Puts will be juicy!!
100192,2020-01-16,V,disgust,bullish,Visa some stocks are set it and forget it stocks and this happens to be 1 of them! Add when it dips and keep it trucking! [man shrugging dark skin tone]
100193,2020-01-16,TSLA,anxiety,bearish,"Tesla could drop 20% in the next two days [crying face] that bring US to a Pt of 414,44$ by friday evening [down arrow]"
100194,2020-01-16,TSLA,disgust,bearish,Tesla Big drop today. Less Bullshit talk I can imagine. Healthy pullback [face with tears of joy]
100195,2020-01-16,TSLA,disgust,bearish,Tesla why would anyone hold this rn [face with tears of joy]
100196,2020-01-16,BA,excitement,bearish,Boeing Fishy fishy stuff going on here. Well we all know when BA gets bad news it goes up lol [face with tears of joy] load up on them calls guys.
100197,2020-01-16,TSLA,excitement,bearish,Tesla open this under 500 let’s see some fireworks [collision]
100198,2020-01-16,TSLA,disgust,bearish,"Tesla Dont be GREEDY get out of Tesla while you are in profits...Anything which goes up crazy in short time, will have to come down..dont feel bad later [face with tears of joy]"
100199,2020-01-16,TSLA,ambiguous,bearish,"Tesla [musical notes] Head, Shoulders, knees and toes"
100200,2020-01-16,TSLA,belief,bearish,Tesla Break below 497 expect a massive drop today. As much as I enjoyed the ride up with you bulls let’s scalp [rocket]
100201,2020-01-16,TSLA,disgust,bearish,Tesla the bulls yesterday were like the bitconnect guy... [face with tears of joy]
100202,2020-01-16,TSLA,panic,bearish,Tesla where are all of the Robin Hood rookies at ? [chart decreasing]
100203,2020-01-16,TSLA,disgust,bearish,Tesla buy the dip they said it will be fun they said you ill make money they said...lmfao [rolling on the floor laughing]
100204,2020-01-16,TSLA,optimism,bearish,Tesla red waterfalls again at support break .... Morgan Stanley $360 [face with tears of joy]
100205,2020-01-16,AAPL,panic,bearish,Apple I guess it’s time to readjust my screen cuz I can’t see where it’s stopped to. [face with tears of joy]
100206,2020-01-16,TSLA,anxiety,bearish,Tesla the fight b/w bulls and bears is unreal [face with monocle] this might settle at 500ish eod
100207,2020-01-16,AAPL,anxiety,bearish,Apple Anyone here happen to be holding $300 Puts ? [eyes]
100208,2020-01-16,AMZN,amusement,bullish,"Amazon we still have 5mins, we can still sho9t up $30!! [face with tears of joy] [grinning face with smiling eyes] [rolling on the floor laughing]"
100209,2020-01-17,DIS,anger,bullish,"Disney Got impatient. Back in for the ride. Leaving plenty of dry powder, if it goes down further. [crossed fingers]"
100210,2020-01-17,TSLA,panic,bearish,Tesla YOU ARE ALL SO FUCKED [woozy face] [down arrow]
100211,2020-01-17,TSLA,panic,bearish,Tesla second day with bearish gaap! [chart decreasing]
100212,2020-01-17,TSLA,belief,bearish,Tesla Something I love to do is scanning for highest weekly flow 10 Minutes before close. Always get some beautiful runners [flexed biceps]
100213,2020-01-17,DIS,belief,bullish,Disney Can we get one morning without a dump? [crossed fingers medium light skin tone]
100214,2020-01-17,V,optimism,bullish,Visa Institutions are buying and you are selling ... [folded hands] for the cheap shares in few years 200 will look darn cheap .....put your $$$ in my pocket [face with tears of joy]
100215,2020-01-17,TSLA,excitement,bearish,Tesla Investigation coming... I’m out! Will wait for a lower entry point! Good luck to you all! [money with wings] Very good profit so far [bottle with popping cork]
100216,2020-01-17,AAPL,anxiety,bullish,Apple beautiful stair step pattern continuing with eventual resolution to the upside. Stock still cheap forward looking and earnings are gonna be [hundred points] .
100217,2020-01-17,TSLA,anger,bearish,Tesla maybe a dump before the long weekend? [man shrugging]
